relevance_score,quality_flag,title,authors,publication_year,doi,url,source_name,publisher,venue,document_type,open_access,matched_keywords,manual_review_required
57.2,background literature,Preparation and application of acrylic polymer modified magnetic starch adsorption materials,Chengmin HOU; Weimin Yan,2023,10.21203/rs.3.rs-3492836/v1,https://doi.org/10.21203/rs.3.rs-3492836/v1,crossref,Springer Science and Business Media LLC,,posted-content,True,polymer adsorption,False
57.2,background literature,As-Deposited BaCuSe Thin Film - Morphology and Optical Properties,Agbolade Desmond Ademola,2024,10.14293/pr2199.001301.v1,https://doi.org/10.14293/pr2199.001301.v1,crossref,ScienceOpen,,posted-content,True,polymer film morphology,False
56.89333333333334,background literature,Polymer Films for Photovoltaic Applications,,2022,10.3390/books978-3-0365-4675-9,https://doi.org/10.3390/books978-3-0365-4675-9,crossref,MDPI,,book,False,polymer films,False
56.89333333333334,background literature,Compatibilization of Polymer Blends,,2020,10.1016/c2017-0-03891-0,https://doi.org/10.1016/c2017-0-03891-0,crossref,Elsevier,,edited-book,False,2-dimensional polymer blends,False
56.89333333333334,background literature,Nanostructured Immiscible Polymer Blends,,2020,10.1016/c2017-0-04778-x,https://doi.org/10.1016/c2017-0-04778-x,crossref,Elsevier,,edited-book,False,2-dimensional polymer blends,False
56.89333333333334,background literature,Rheology of Polymer Blends and Nanocomposites,,2020,10.1016/c2017-0-04410-5,https://doi.org/10.1016/c2017-0-04410-5,crossref,Elsevier,,edited-book,False,2-dimensional polymer blends,False
56.53333333333334,background literature,"Decision letter for ""Dynamic Covalent Polymer Films Formed by Structural Metamorphosis at Nanoparticle Surfaces""",,2026,10.1039/d6py00112b/v1/decision1,https://doi.org/10.1039/d6py00112b/v1/decision1,crossref,Royal Society of Chemistry (RSC),,peer-review,False,polymer films,False
56.53333333333334,background literature,"Decision letter for ""Dynamic Covalent Polymer Films Formed by Structural Metamorphosis at Nanoparticle Surfaces""",,2026,10.1039/d6py00112b/v2/decision1,https://doi.org/10.1039/d6py00112b/v2/decision1,crossref,Royal Society of Chemistry (RSC),,peer-review,False,polymer films,False
56.53333333333334,background literature,"Review for ""Films of Linear Conjugated Polymer as Photoanodes for Oxidation Reactions""",,2024,10.1039/d4sc03512g/v1/review1,https://doi.org/10.1039/d4sc03512g/v1/review1,crossref,Royal Society of Chemistry (RSC),,peer-review,False,polymer films,False
56.53333333333334,background literature,"Review for ""Films of Linear Conjugated Polymer as Photoanodes for Oxidation Reactions""",,2024,10.1039/d4sc03512g/v1/review2,https://doi.org/10.1039/d4sc03512g/v1/review2,crossref,Royal Society of Chemistry (RSC),,peer-review,False,polymer films,False
56.53333333333334,background literature,"Review for ""Films of Linear Conjugated Polymer as Photoanodes for Oxidation Reactions""",,2024,10.1039/d4sc03512g/v2/review1,https://doi.org/10.1039/d4sc03512g/v2/review1,crossref,Royal Society of Chemistry (RSC),,peer-review,False,polymer films,False
56.53333333333334,background literature,"Review for ""Dynamic Covalent Polymer Films Formed by Structural Metamorphosis at Nanoparticle Surfaces""",,2026,10.1039/d6py00112b/v1/review1,https://doi.org/10.1039/d6py00112b/v1/review1,crossref,Royal Society of Chemistry (RSC),,peer-review,False,polymer films,False
56.53333333333334,background literature,"Review for ""Dynamic Covalent Polymer Films Formed by Structural Metamorphosis at Nanoparticle Surfaces""",,2026,10.1039/d6py00112b/v1/review2,https://doi.org/10.1039/d6py00112b/v1/review2,crossref,Royal Society of Chemistry (RSC),,peer-review,False,polymer films,False
56.53333333333334,background literature,"Review for ""Dynamic Covalent Polymer Films Formed by Structural Metamorphosis at Nanoparticle Surfaces""",,2026,10.1039/d6py00112b/v2/review1,https://doi.org/10.1039/d6py00112b/v2/review1,crossref,Royal Society of Chemistry (RSC),,peer-review,False,polymer films,False
56.53333333333334,background literature,"Review for ""Three-Dimensional Photonic Crystal-Based Piezoelectric Polymer Structures Enhanced Advancing Strain Sensing""",,2025,10.1039/d5na00474h/v1/review1,https://doi.org/10.1039/d5na00474h/v1/review1,crossref,Royal Society of Chemistry (RSC),,peer-review,False,2-dimensional polymer systems,False
56.53333333333334,background literature,"Review for ""Three-Dimensional Photonic Crystal-Based Piezoelectric Polymer Structures Enhanced Advancing Strain Sensing""",,2025,10.1039/d5na00474h/v2/review1,https://doi.org/10.1039/d5na00474h/v2/review1,crossref,Royal Society of Chemistry (RSC),,peer-review,False,2-dimensional polymer systems,False
56.53333333333334,background literature,"Review for ""Three-Dimensional Photonic Crystal-Based Piezoelectric Polymer Structures Enhanced Advancing Strain Sensing""",,2025,10.1039/d5na00474h/v3/review1,https://doi.org/10.1039/d5na00474h/v3/review1,crossref,Royal Society of Chemistry (RSC),,peer-review,False,2-dimensional polymer systems,False
56.53333333333334,background literature,"Review for ""Three-Dimensional Photonic Crystal-Based Piezoelectric Polymer Structures Enhanced Advancing Strain Sensing""",,2025,10.1039/d5na00474h/v1/review2,https://doi.org/10.1039/d5na00474h/v1/review2,crossref,Royal Society of Chemistry (RSC),,peer-review,False,2-dimensional polymer systems,False
56.53333333333334,background literature,"Review for ""Polycyclic aromatic polymer nanoparticles show potent infectious particle adsorption capability""",,2024,10.1039/d4tb01793e/v1/review2,https://doi.org/10.1039/d4tb01793e/v1/review2,crossref,Royal Society of Chemistry (RSC),,peer-review,False,polymer adsorption,False
56.53333333333334,background literature,"Review for ""Polycyclic aromatic polymer nanoparticles show potent infectious particle adsorption capability""",,2024,10.1039/d4tb01793e/v2/review2,https://doi.org/10.1039/d4tb01793e/v2/review2,crossref,Royal Society of Chemistry (RSC),,peer-review,False,polymer adsorption,False
56.53333333333334,background literature,"Review for ""Polycyclic aromatic polymer nanoparticles show potent infectious particle adsorption capability""",,2024,10.1039/d4tb01793e/v2/review1,https://doi.org/10.1039/d4tb01793e/v2/review1,crossref,Royal Society of Chemistry (RSC),,peer-review,False,polymer adsorption,False
56.53333333333334,background literature,"Review for ""Polycyclic aromatic polymer nanoparticles show potent infectious particle adsorption capability""",,2024,10.1039/d4tb01793e/v1/review1,https://doi.org/10.1039/d4tb01793e/v1/review1,crossref,Royal Society of Chemistry (RSC),,peer-review,False,polymer adsorption,False
56.53333333333334,background literature,"Review for ""Using polymer adsorption data and a population balance model to estimate how polymer dosage affects the flocculation of oil sands tailings""",,2023,10.1002/cjce.25012/v1/review1,https://doi.org/10.1002/cjce.25012/v1/review1,crossref,Wiley,,peer-review,False,polymer adsorption,False
56.53333333333334,background literature,"Review for ""Using polymer adsorption data and a population balance model to estimate how polymer dosage affects the flocculation of oil sands tailings""",,2023,10.1002/cjce.25012/v1/review2,https://doi.org/10.1002/cjce.25012/v1/review2,crossref,Wiley,,peer-review,False,polymer adsorption,False
56.53333333333334,background literature,"Decision letter for ""Using polymer adsorption data and a population balance model to estimate how polymer dosage affects the flocculation of oil sands tailings""",,2023,10.1002/cjce.25012/v2/decision1,https://doi.org/10.1002/cjce.25012/v2/decision1,crossref,Wiley,,peer-review,False,polymer adsorption,False
56.53333333333334,background literature,"Decision letter for ""Using polymer adsorption data and a population balance model to estimate how polymer dosage affects the flocculation of oil sands tailings""",,2023,10.1002/cjce.25012/v1/decision1,https://doi.org/10.1002/cjce.25012/v1/decision1,crossref,Wiley,,peer-review,False,polymer adsorption,False
56.53333333333334,background literature,"Review for ""Coexisting gases regulate the rates of water adsorption by a flexible one-dimensional coordination polymer""",,2025,10.1039/d5sc01699a/v2/review2,https://doi.org/10.1039/d5sc01699a/v2/review2,crossref,Royal Society of Chemistry (RSC),,peer-review,False,polymer adsorption,False
56.53333333333334,background literature,"Review for ""Coexisting gases regulate the rates of water adsorption by a flexible one-dimensional coordination polymer""",,2025,10.1039/d5sc01699a/v1/review2,https://doi.org/10.1039/d5sc01699a/v1/review2,crossref,Royal Society of Chemistry (RSC),,peer-review,False,polymer adsorption,False
56.53333333333334,background literature,"Review for ""Coexisting gases regulate the rates of water adsorption by a flexible one-dimensional coordination polymer""",,2025,10.1039/d5sc01699a/v3/review1,https://doi.org/10.1039/d5sc01699a/v3/review1,crossref,Royal Society of Chemistry (RSC),,peer-review,False,polymer adsorption,False
56.53333333333334,background literature,"Review for ""Coexisting gases regulate the rates of water adsorption by a flexible one-dimensional coordination polymer""",,2025,10.1039/d5sc01699a/v2/review1,https://doi.org/10.1039/d5sc01699a/v2/review1,crossref,Royal Society of Chemistry (RSC),,peer-review,False,polymer adsorption,False
56.53333333333334,background literature,"Review for ""Coexisting gases regulate the rates of water adsorption by a flexible one-dimensional coordination polymer""",,2025,10.1039/d5sc01699a/v1/review1,https://doi.org/10.1039/d5sc01699a/v1/review1,crossref,Royal Society of Chemistry (RSC),,peer-review,False,polymer adsorption,False
56.53333333333334,background literature,"Review for ""Controlling conjugated polymer morphology by precise oxygen position in single-ether side chains""",,2024,10.1039/d4mh00492b/v1/review3,https://doi.org/10.1039/d4mh00492b/v1/review3,crossref,Royal Society of Chemistry (RSC),,peer-review,False,polymer film morphology,False
56.53333333333334,background literature,"Review for ""Controlling conjugated polymer morphology by precise oxygen position in single-ether side chains""",,2024,10.1039/d4mh00492b/v2/review2,https://doi.org/10.1039/d4mh00492b/v2/review2,crossref,Royal Society of Chemistry (RSC),,peer-review,False,polymer film morphology,False
56.53333333333334,background literature,"Review for ""Controlling conjugated polymer morphology by precise oxygen position in single-ether side chains""",,2024,10.1039/d4mh00492b/v2/review1,https://doi.org/10.1039/d4mh00492b/v2/review1,crossref,Royal Society of Chemistry (RSC),,peer-review,False,polymer film morphology,False
56.53333333333334,background literature,"Review for ""Controlling conjugated polymer morphology by precise oxygen position in single-ether side chains""",,2024,10.1039/d4mh00492b/v1/review1,https://doi.org/10.1039/d4mh00492b/v1/review1,crossref,Royal Society of Chemistry (RSC),,peer-review,False,polymer film morphology,False
56.53333333333334,background literature,"Review for ""Controlling conjugated polymer morphology by precise oxygen position in single-ether side chains""",,2024,10.1039/d4mh00492b/v1/review2,https://doi.org/10.1039/d4mh00492b/v1/review2,crossref,Royal Society of Chemistry (RSC),,peer-review,False,polymer film morphology,False
56.53333333333334,background literature,Front Matter,,2024,10.1002/9783527837021.fmatter,https://doi.org/10.1002/9783527837021.fmatter,crossref,Wiley,Chemical Physics of Polymer Nanocomposites,other,False,polymer film morphology,False
56.46666666666666,background literature,Control over the aggregated structure of donor–acceptor conjugated polymer films for high‐mobility organic field‐effect transistors,Xinxiu Cao; Yanchun Han,2024,10.1002/agt2.501,https://openalex.org/W4390880857,openalex,,Aggregate,article,True,polymer films,False
56.46666666666666,background literature,Facile conversion of water to functional molecules and cross-linked polymeric films with efficient clusteroluminescence,Bo Song; Jianyu Zhang; Jiadong Zhou; Anjun Qin; Jacky W. Y. Lam; Ben Zhong Tang,2023,10.1038/s41467-023-38769-y,https://openalex.org/W4378782199,openalex,,Nature Communications,article,True,polymer films,False
56.46666666666666,background literature,π–π Stacking Modulation via Polymer Adsorption for Elongated Exciton Diffusion in High‐Efficiency Thick‐Film Organic Solar Cells,Zhen Fu; Jiawei Qiao; Fengzhe Cui; Wenqing Zhang; Ling‐Hua Wang; Pengfei Lu; Hang Yin; Xiaoyan Du; Wei Qin; Xiaotao Hao,2024,10.1002/adma.202313532,https://openalex.org/W4392086038,openalex,,Advanced Materials,article,True,polymer adsorption,False
56.46666666666666,background literature,Investigating the Effect of Water Softening on Polymer Adsorption onto Carbonates through Single-Phase and Two-Phase Experiments,Anoo Sebastian; Muhammad Mushtaq; Emad W. Al-Shalabi; Waleed AlAmeri; Kishore K. Mohanty; Shehadeh Masalmeh; Ali M. AlSumaiti,2024,10.2118/211470-pa,https://openalex.org/W4399566777,openalex,,SPE Journal,article,True,polymer adsorption,False
56.46666666666666,background literature,Analysis of polydisperse polymer adsorption on porous cellulose fibers,Robert Pelton; Abdollah Karami; Jose Moran‐Mirabal,2024,10.1515/npprj-2023-0058,https://openalex.org/W4395665779,openalex,,Nordic Pulp & Paper Research Journal,article,True,polymer adsorption,False
56.46666666666666,background literature,"Effective Removal of Malachite Green Dye from Water Using Low-Cost Porous Organic Polymers: Adsorption Kinetics, Isotherms, and Reusability Studies",Saad Melhi; Ayoub Abdullah Alqadami; Eid H. Alosaimi; Gehan M. Ibrahim; B. El‐Gammal; Mahmoud A. Bedair; Elsayed M. Elnaggar,2024,10.3390/w16131869,https://openalex.org/W4400210294,openalex,,Water,article,True,polymer adsorption,False
56.46666666666666,background literature,Advancements in Polymer Adsorption Research: Insights into Adhesion Mechanisms and Their Applications in Nanotechnology and Biomedicine,Diriba Gonfa Tolasa; Adugna Furi,2025,10.11648/j.ajn.20250901.11,https://openalex.org/W4407129977,openalex,,American Journal of Nanosciences,article,True,polymer adsorption,False
56.46666666666666,background literature,Using polymer adsorption data and a population balance model to estimate how polymer dosage affects the flocculation of oil sands tailings,Daniel V. Dixon; João B. P. Soares,2023,10.1002/cjce.25012,https://openalex.org/W4379739956,openalex,,The Canadian Journal of Chemical Engineering,article,True,polymer adsorption,False
56.46666666666666,background literature,Impacts of Polymer Adsorption on Adhesion Strength at Solid Interfaces,Reiki Eto; Tatsuki Abe; Yuma Morimitsu; Keiji Tanaka,2025,10.1021/acsmacrolett.5c00674,https://openalex.org/W4416362609,openalex,,ACS Macro Letters,article,True,polymer adsorption,False
56.46666666666666,background literature,Chemical enhanced oil recovery using carbonized ZIF-67 MOFs and sulfonated copolymers at high reservoir temperatures,Reza Khoramian; Meiirzhan Nurmyrza; Woojin Lee,2024,10.1016/j.cej.2024.156653,https://openalex.org/W4403404987,openalex,,Chemical Engineering Journal,article,True,polymer adsorption,False
56.46666666666666,background literature,Effect of reaction media on hydrogenolysis of polyethylene plastic waste: Polymer-surface interactions in small alkane/polymer blends,Mehdi Zare; Pavel A. Kots; Zachary R. Hinton; Thomas H. Epps; LaShanda T. J. Korley; Stavros Caratzoulas; Dionisios G. Vlachos,2024,10.1016/j.apcatb.2024.123969,https://openalex.org/W4395079080,openalex,,Applied Catalysis B: Environmental,article,True,polymer adsorption,False
56.46666666666666,background literature,Effect of the Functional Groups of Polymers on Their Adsorption Behavior on Graphene Oxide Nanosheets,Ehssan Al‐Bermany; Biqiong Chen,2023,10.1002/macp.202300101,https://openalex.org/W4377694649,openalex,,Macromolecular Chemistry and Physics,article,True,polymer adsorption,False
